nr,date,year,title,duration_min,notes,link
235,2022-12-21,2022,Die Pillenkrise,57,"Warum in der Schweiz, Österreich und Deutschland die Medikamente knapp und Kinderkrankenhäuser voll sind. Und: Büchertipps zu Weihnachten

Lena-Marie Biertimpel: Luftpolster; Leykam, Graz-Wien 2022, 192 S., 22,62 €

Harald Darer: Mongo; Picus, Wien 2022, 216 S., 24,76 €

Petra Hartlieb: Weihnachten in der wundervollen Buchhandlung; DuMont Verlag, Köln 2021, 160 S., 18,-

Eva Menasse: Dunkelblum, Kiepenheuer & Witsch, Köln 2021,528 S., 25,-

Ana Marwan: Verpuppt; Otto Müller Verlag, Salzburg 2023, 220 S., 24,-

Roman Sandgruber: Reich sein: Das mondäne Wien um 1910; Molden Verlag; Wien 2022, 352 S., 40,10 €

Luzi Bernet: Das Schweiz-Dilemma. 30 Jahre Europapolitik; Hier und Jetzt Verlag, Baden 2022, 243 S., CHF 36.

Regula Bochsler: Nylon und Napalm, Die Geschäfte der Emser Werke und ihres Gründers Werner Oswald; Hier und Jetzt Verlag, Baden 2022, 592 S., CHF 49.-

Marie-Luise Scherer: Der Akkordeonspieler; Matthes und Seitz, Berlin, 2004, 16 €

Felix Heidenreich: Demokratie als Zumutung; Klett-Cotta Verlag, Stuttgart 2022, 25 €",https://www.zeit.de/gesellschaft/2022-12/medikament-knappheit-kinderkrankenhaus-alpenpodcast
236,2023-01-04,2023,Als der Papst einen Kuheuter auf dem Kopf hatte,54,Warum der deutsche Papst in seiner Heimat umstritten war und wie es ein Adliger aus der Steiermark mal ins Pontifikat schaffte. Und Böllerdebatten und Neujahrsvorsätze,https://www.zeit.de/gesellschaft/2023-01/benedikt-xvi-papst-bayern-alpenpodcast
237,2023-01-11,2023,Wer Hilfe will muss freundlich sein,54,"Die Schweiz ist durch Zuwanderung rasant gewachsen, wie könnten Deutschland und Österreich auch Arbeitskräfte anziehen? Und: die Wiener Anfänge der Parlamentsschlägereien

Den neuen Österreich-Newsletter ""gemischter Satz"" können Sie hier abonnieren",https://www.zeit.de/gesellschaft/2023-01/fachkraeftemangel-migration-schweiz-oesterreich-deutschland-alpenpodcast
238,2023-01-18,2023,"Huch, ein Skandal in der Schweiz!",56,"Eine Standleitung aus der Regierung zum Boulevard: Die Schweiz wird von Ereignissen erschüttert, die in Österreich normal wären. Und: Lützerath und andere Proteste",https://www.zeit.de/gesellschaft/2023-01/marc-walder-corona-lecks-alain-berset-alpenpodcast
239,2023-01-25,2023,Ohne Erbe geht hier gar nichts mehr,48,"Hier ein Häuschen, da eine Million: Erbschaften prägen längst die Schweiz, Österreich und Deutschland, wie gerecht ist das? Und: Österreich hat auch Leoparden.",https://www.zeit.de/gesellschaft/2023-01/erbschaft-steuer-vermoegensungleichheit-alpenpodcast
240,2023-02-01,2023,Das stille Comeback der Rechten,50,"Die FPÖ legt in Niederösterreich zu, die AfD in deutschen Umfragen: Woher kommt der Erfolg? Und: das lange, traurige Ende der Telefonzellen

Die Karte mit den Standorten der ""Telecab 2000"" in der Schweiz finden Sie hier.",https://www.zeit.de/gesellschaft/2023-02/fpoe-rechte-landtagswahl-niederoesterreich-afd-alpenpodcast
241,2023-02-08,2023,"Medien, Männer, Mobbing",53,"Auch die Schweiz hat nun einen Sexismusskandal in den Medien, was wurde eigentlich aus Wolfgang Fellner und Julian Reichelt? Und: Deutschland lässt das Faxen nicht.",https://www.zeit.de/gesellschaft/2023-02/sexismus-tages-anzeiger-mobbing-schweiz-alpenpodcast
242,2023-02-15,2023,Die 25-Prozent-Demokratie,52,Wahlen in Zürich und Berlin: Wo machen mehr Leute mit? Warum ändert sich in der einen Stadt fast nichts und in der anderen vielleicht alles? Und: Erdbebenland Schweiz,https://www.zeit.de/serie/servus-gruezi-hallo
243,2023-02-22,2023,Die Fernseh-Erpressung,43,Die österreichische Politik zwingt den öffentlich-rechtlichen Rundfunk ORF brutal zum Sparen – wäre das in Deutschland auch denkbar? Und: Warum Fasten im Trend ist.,https://www.zeit.de/gesellschaft/2023-02/orf-sparpolitik-haushaltsabgabe-alpenpodcast
244,2023-03-01,2023,Wenn der Postmann keinmal klingelt,54,In Deutschland streiken die Postboten und es droht ein Zweiklassensystem für Briefe – das gibt es in der Schweiz und Österreich längst und niemand findet’s schlimm.,https://www.zeit.de/gesellschaft/2023-03/briefzustellung-zweiklassensystem-aenderung-deutsche-post-alpenpodcast
245,2023-03-08,2023,Würzparty am Lago Maggi-ore,49,Welche Gewürzmischung in jeder Schweizer Küche steht und was Maggi mit den Nazis zu tun hat. Außerdem: warum Grüne und Liberale in der Schweiz besser,https://www.zeit.de/gesellschaft/2023-03/aromat-maggi-gewuerze-schweiz-oesterreich-deutschland-alpenpodcast
246,2023-03-15,2023,Massagen in Kitzbühel,54,"Hermann Maier, Vreni Schneider, Bernhard Russi: Wer sind unsere größten Skistars und gibt es heute noch echte Heldengeschichten auf der Piste?

Weitere Links zu Folge:

Beat Feuz: ""Im Ziel habe ich meine Freundin angerufen und gesagt: 'Das war's'""

Hermann Maier: ""Es wird nie wieder etwas kommen, was ich so gut kann""",https://www.zeit.de/gesellschaft/2023-03/mikaela-shiffrin-skistars-alpenpodcast
247,2023-03-21,2023,Die Schweizer sind doch nicht die besten Banker der Welt,58,"Die Schweizer Credit Suisse muss mit Staatshilfe gerettet werden, dabei war ihre Krise bekannt. Wie kann das sein? Und: Was die Alpen mit Mittelmeerhäfen zu tun haben.",https://www.zeit.de/gesellschaft/2023-03/banken-schweiz-krise-alpenpodcast
248,2023-03-29,2023,Rettet eine Giraffe die Sozialdemokratie?,55,"Warum das Rennen um den Vorsitz der SPÖ zu skurrilen Kandidaturen führt und wie Deutschland über Regeln für Heizungen streitet, die in Zürich längst gelten.",https://www.zeit.de/gesellschaft/2023-03/spoe-oesterreich-koalitionsausschuss-heizung-alpenpodcast
249,2023-04-05,2023,Der 50-Prozent-Schweiz-Aufschlag,55,"Gruyère kommt jetzt auch aus den USA, Toblerone verliert das Matterhorn: Was sind “Swissness” und “Made in Germany” noch wert?",https://www.zeit.de/gesellschaft/2023-04/produkte-schweiz-deutschland-alpenpodcast
250,2023-04-19,2023,Wo-Wo-Wohnungen?!,54,Der Schweiz droht Wohnungsnot – warum sieht es in Österreich besser aus und tauschen deutsche Rentner bald ihr Zuhause mit Familien? Außerdem: Problembären,https://www.zeit.de/gesellschaft/2023-04/wohnungsnot-spekulation-wohnungsbau-alpenpodcast
251,2023-05-03,2023,Und das sollen echte Kommunisten sein?,51,Was den Überraschungserfolg der Kommunistischen Partei in Salzburg erklärt und warum die deutsch-österreichische Grenze noch immer kontrolliert wird.,https://www.zeit.de/gesellschaft/2023-05/kpoe-salzburg-kommunismus-alpenpodcast
252,2023-05-10,2023,Stuhlkreis fürs Klima,54,"Deutschland diskutiert geloste Bürgerräte zur Klimapolitik, die Schweiz stimmt einfach direkt drüber ab. Und: Wer den Muttertag erfunden hat.",https://www.zeit.de/gesellschaft/2023-05/klima-gesellschaftsrat-letzte-generation-alpenpodcast
253,2023-05-17,2023,In der Bundeslustgrotte,72,"Was fördert der Staat, was nicht? Wir diskutieren, wie in Österreich, Deutschland und der Schweiz Kultur gemacht wird und wie abhängig Künstler sein dürfen.",https://www.zeit.de/gesellschaft/2023-05/kulturfoerderung-oesterreich-schweiz-alpenpodcast
254,2023-05-24,2023,Erdoğans Alpenfans,51,Warum wählen die Türken in der Schweiz anders als in Deutschland und Österreich? Und: Was gegen Tempo 30 in allen Städten spricht.,https://www.zeit.de/gesellschaft/2023-05/tuerkei-wahlen-schweiz-oesterreich-recep-tayyip-erdogan-alpenpodcast
255,2023-05-31,2023,Sie sollen endlich in den Knast,56,Wie Deutschland Klimaproteste kriminalisiert und was sich Österreich davon abschauen will. Und: Dortmunder Fußballtrauer und Schweizer Abstiegsabsicherungen,https://www.zeit.de/gesellschaft/2023-05/klimaaktivismus-protest-kriminalisierung-alpenpodcast
256,2023-06-07,2023,Excel vs. Österreich 1:0,55,Die SPÖ kann nicht mal richtig zählen und hat jetzt einen Überraschungsvorsitzenden. In der Schweiz steht der nächste Frauenstreik an.,https://www.zeit.de/gesellschaft/2023-06/spoe-wahl-andreas-babler-parteichef-alpenpodcast
257,2023-06-14,2023,"""Klima-Kommunisten"" und ""Energie-Stasi""",55,Jetzt wird selbst in der gelassenen Schweiz Klimapolitik zum Kulturkampf – was ist da los? Und: Warum Deutschland erst jetzt mit Drug-Checking startet.,https://www.zeit.de/politik/2023-06/schweiz-klimapolitik-kulturkampf-alpenpodcast
258,2023-06-21,2023,Europa wird zur Festung. Die Schweiz freut’s,47,"Die EU-Innenminister haben sich auf einen Asylkompromiss geeinigt. Die Schweizer Bundesrätin Elisabeth Baume-Schneider nennt ihn einen ""Meilenstein"". Der FPÖ geht er nicht weit genug, sie verlangt eine ""Festung Europa"". Wie steht es um die Asylpolitik in unseren Ländern – und wie gehen die Grünen in der Regierung damit um?

Außerdem bei ""Servus. Grüezi. Hallo."": Was macht einen guten Sommerhit aus, zu welchem Gassenhauer wird in diesem Jahr auf Strandpartys getanzt und was hat das alles mit dem Montreux Jazz Festival zu tun?

Wenn Sie am 5. Juli das Zürcher Büro der ZEIT besuchen wollen, dann können Sie sich hier anmelden: Zürcher Büro",https://www.zeit.de/politik/2023-06/eu-asylreform-schweiz-oesterreich-fpoe-alpenpodcast
259,2023-06-28,2023,Rechte Dörfer,62,"Was die AfD kann, können FPÖ und SVP schon lange: Welche Erfahrungen die Schweiz und Österreich mit rechten Lokalregierungen gemacht haben",https://www.zeit.de/serie/servus-gruezi-hallo
260,2023-07-05,2023,Woanders is auch scheiße,61,"Deutsche und Österreicher stöhnen über teure Urlaube, die Schweizer haben es leichter. Gibt es ein Menschenrecht auf Urlaubsreisen? Und: der Alpen-Vormärz",https://www.zeit.de/gesellschaft/2023-07/teurer-urlaub-sommer-preise-rache-tourismus-alpenpodcast
261,2023-07-12,2023,Wie sich die Schweiz die Demokratie erschummelte,53,"Die EU möchte Messengerdienste und andere Internetunternehmen zwingen, die Daten ihrer Nutzer zu durchsuchen – möglicherweise auch die verschlüsselten. In Österreich wehren sich sogar die Konservativen dagegen, in Deutschland zögert man – und selbst in der Schweiz fragt man sich, ob man da mitmachen sollte. Was bringt die Chatkontrolle und warum regt sich die Öffentlichkeit kaum mehr über Überwachung auf?

Außerdem: 1848 wurde die moderne Schweiz gegründet. Warum gelang hier jene Demokratisierung, die in den Nachbarländern scheiterte?",https://www.zeit.de/gesellschaft/2023-07/schweiz-demokratie-entstehung-1848-alpenpodcast
262,2023-07-19,2023,Der Stern*chen-Streit,58,"Für die deutschsprachigen Länder gibt es weiter keine klare Rechtschreibregelung zum Gendern - was aber niemanden vom Kulturkampf abhält. Wir diskutieren Sternchen-Verbote in Kommunen und Sternchen-Gebote an Unis.

Außerdem: Warum die Revolution 1848 in Deutschland und Österreich scheiterte. Und welche positiven Dinge von ihr trotzdem blieben.",https://www.zeit.de/gesellschaft/2023-07/gendern-rechtschreibung-schweiz-alpenpodcast
263,2023-07-26,2023,Sommerpause I: Was ist Heimat?,86,"Heimat: Die einen wollen sie beschützen, die anderen lehnen sie ab. Ist Heimat ein rückwärtsgewandtes Konzept, das in einem vereinten Europa und einer globalisierten Welt nicht mehr notwendig ist? Oder brauchen wir mehr denn je einen Ort, wo wir uns ganz bei uns fühlen?

Darüber sprechen wir gemeinsam mit der Schweizer Schauspielerin und Autorin Laura de Weck in der neuen Ausgabe von ""Servus. Grüezi. Hallo."", live aufgenommen im Hamburger Mojo Club im Rahmen der Langen Nacht der ZEIT.

Und für einmal wird in unserm Podcast sogar gesungen: »Là-haut sur la montagne«.",https://www.zeit.de/serie/servus-gruezi-hallo
264,2023-07-29,2023,Sommerpause II: Die Ibiza-Sonderfolge,33,,https://www.zeit.de/serie/servus-gruezi-hallo
265,2023-08-02,2023,Sommerpause III: Die Tourismusextremisten,69,,https://www.zeit.de/serie/servus-gruezi-hallo
266,2023-08-05,2023,Sommerpause IV: Warum ist die Schweiz so reich?,67,"Noch im 19. Jahrhundert war das Land so arm, dass es seine Hungernden in die USA verschiffte. Heute gehören seine Einwohner zu den reichsten Menschen der Welt.

Wie also kam das Land zu seinem immensen Wohlstand? Durch großen Fleiß und cleveren Erfindergeist, durch findiges Unternehmertum und untrüglichen Geschäftssinn – oder waren es doch die niedrigen Steuern, das Bankgeheimnis und die Verflechtungen in den kolonialen Sklavenhandel? Darüber sprachen am vergangenen Montag die beiden ZEIT-Korrespondenten Matthias Daum und Florian Gasser mit ihrem Kollegen Lenz Jacobsen von ZEIT ONLINE bei ihrem ausverkauften Liveauftritt im Kaufleuten Zürich.",https://www.zeit.de/serie/servus-gruezi-hallo
267,2023-08-09,2023,In den Alpen steht’s bis hier,61,"Überflutete Orte, abgerutschte Hänge: In Slowenien und Österreich hat ein Hochwasser gewaltige Schäden angerichtet. Dabei ist das Land aus historischen und geologischen Gründen gut auf Hochwasser vorbereitet. Aber reicht das, wenn die Extremwetterereignisse wegen des Klimawandels noch häufiger und heftiger werden? Und was hat sich eigentlich in Deutschland seit der Ahrtal-Flut verbessert?

Außerdem bei ""Servus. Grüezi. Hallo."": Wenn es immer heißer wird, brauchen wir dann auch in Mitteleuropa Siesta-Mittagspausen? Deutsche Ärzte haben das vorgeschlagen. Aber vielleicht stecken dahinter auch nur die Flexibilisierungsfantasien von bestimmten Bürojob-Branchen. Wir diskutieren Hitzefrei für Bauarbeiter und die Frage, ob Arbeitgeber ihre Angestellten zu Mittagspausen zwingen können.",https://www.zeit.de/gesellschaft/2023-08/oesterreich-unwetter-ueberschwemmungen-alpenpodcast
268,2023-08-16,2023,Nun geht es Deutschland an den Kragen,58,"Deutschland ist eine Rezession gerutscht, und die Angst vor einem langen und tiefen Abstieg ist plötzlich überall. Wie begründet ist sie und was ist daran Hysterie? Warum sieht es in der Schweiz und Österreich (noch) besser aus und wie baut man ein Wirtschaftsmodell schleunigst um, auf das man sich lange so viel eingebildet hat?

Außerdem bei Servus. Grüezi. Hallo.: In der Schweiz und Österreich arbeiten immer mehr Quer- und Seiteneinsteiger in Schulen, in Deutschland ist das schon länger normal. Wir diskutieren, wie qualifiziert sie dafür sind und ob sie dem Schulsystem eher helfen oder indirekt dem Ruf des Berufs sogar schaden können.",https://www.zeit.de/gesellschaft/2023-08/rezession-deutschland-oesterreich-alpenpodcast
269,2023-08-23,2023,"Wer Österreich liebt, zahlt bar",58,"Die FPÖ hat eine Petition zur ""Festung Bargeld"" gestartet, auch der Bundeskanzler geht für das Recht auf Münzen und Scheine nur zu gern auf die Barrikaden: Wir diskutieren, warum Bargeld ein so beliebtes Wahlkampfthema ist, nicht nur in Österreich. Und fragen, welche Gründe tatsächlich dafür sprechen, nicht alles mit Karte oder Handy zu zahlen.

Außerdem bei ""Servus. Grüezi. Hallo."": Welche Limos in unseren Ländern erfunden und groß wurden. Wir erzählen von Almdudler-Romantik, von Rivella-Sportlern und von Antisemitismus und veränderten Rezepten bei Afri-Cola.",https://www.zeit.de/gesellschaft/2023-08/bargeld-kampagne-fpoe-wahlkampfthema-alpenpodcast
270,2023-08-30,2023,Politiker auf der Anklagebank,62,"Was wird aus dem Prozess gegen Sebastian Kurz und welche deutschen und Schweizer Politiker standen schon vor Gericht? Und: der deutsche Box-Boom

Nicht nur in den USA, auch in Österreich wird gerade ein Ex-Regierungschef angeklagt: Sebastian Kurz ""freut"" sich auf den Prozess, der klären soll, ob er im Ibiza-Untersuchungsausschuss die Wahrheit gesagt hat. Warum inszenieren sich immer mehr Politiker als Kämpfer gegen eine vermeintlich unfaire Justiz? Wir diskutieren diese Dynamik und erzählen von früheren Fällen, in denen deutsche, Schweizer und österreichische Politiker vor Gericht landeten.

Außerdem bei Servus. Grüezi. Hallo.: René Weller ist gestorben. Wir erinnern an den Box-Boom in Deutschland in den 1990er-Jahren, der kurz nach Wellers großer Zeit begann. Warum himmelte das Land Henry Maske so an? Und warum blieb dieser Boom in der Schweiz und Österreich aus?",https://www.zeit.de/gesellschaft/2023-08/sebastian-kurz-anklage-prozess-alpenpodcast
271,2023-09-06,2023,Deutschland verösterreichert,60,"Hubert Aiwanger darf im Amt bleiben. Wir fragen: Was bedeutet das für die deutsche Erinnerungskultur und für die politische Polarisierung? Und: Hätte Aiwanger in Österreich zurücktreten müssen oder ist man da längst härteres gewöhnt?

Außerdem bei ""Servus. Grüezi. Hallo."": Warum deutsche Regierungsflieger ständig Pannen haben und ob das bald mal besser wird. Wir erzählen von Schweizer Jets mit ungenügenden Sanitärinstallationen und von österreichischen Politikern, die Linie fliegen – und dann auch noch zweite Klasse!",https://www.zeit.de/gesellschaft/2023-09/hubert-aiwanger-flugblatt-affaere-erinnerungskultur-alpenpodcast
272,2023-09-13,2023,Diese braven Studenten,57,"Sie kämpfen gegen Studiengebühren oder schicken Glückwunschtelegramme an Kommunisten: Wir diskutieren, wie und wofür Studentinnen und Studenten Politik machen. In Deutschland ist es ihnen gerichtlich verboten, sich zu Dingen zu äußern, die nichts mit den Unis zu tun haben. Und in Österreich gibt es zwar einen mächtigen obersten Studierenden, aber der (oder die) wird von kaum jemandem gewählt.

Außerdem bei ""Servus. Grüezi. Hallo."": Warum sich Deutschland so sehr über den Basketball-WM-Titel freut und warum der Titel die deutsche Leistungssportförderung ad absurdum führt. In der Schweiz und Österreich hingegen ist Basketball so sehr Randsportart, dass selbst die Besten nicht davon leben können.

Tickets für den Auftritt bei der ""Buch Wien"" am 10. November 2023 gibt es hier zu kaufen.",https://www.zeit.de/gesellschaft/2023-09/oesterreich-studierendenvertreter-politischer-einfluss-basketball-alpenpodcast
273,2023-09-20,2023,Hakenkreuz? In der Schweiz kein Problem!,60,"Björn Höcke ist angeklagt, weil er eine alte Losung der Naziorganisation SA verwendet haben soll. Sowohl in Deutschland als auch in Österreich darf man keine Zeichen und Sätze verbreiten, die zu nationalsozialistischen Organisationen gehören. Wir diskutieren, was hier der Demokratie hilft und wo die Einschränkung der Meinungsfreiheit beginnt; und warum in der Schweiz so viel mehr erlaubt ist: das Hakenkreuz, in manchen Fällen auch der Hitlergruß.

Außerdem: In München läuft das Oktoberfest, und wir fragen uns, wie es so groß werden konnte. Mittlerweile gibt es ja auch in den Alpen-Nachbarländern Ableger davon.",https://www.zeit.de/gesellschaft/2023-09/bjoern-hoecke-schweiz-nationalsozialismus-alpenpodcast
